1987_39,Schema for Motor Control Utilizing a Network Model of the Cerebellum James C. Houk
1987_40,"Experimental Demonstrations of Optical Neural Computers Ken Hsu, David Brady, Demetri Psaltis"
1987_41,"Neural Net and Traditional Classifiers William Y. Huang, Richard P. Lippmann"
1987_42,"An Optimization Network for Matrix Inversion Ju-Seog Jang, Soo-Young Lee, Sang-Yung Shin"
1987_43,"HOW THE CATFISH TRACKS ITS PREY: AN INTERACTIVE ""PIPELINED"" PROCESSING SYSTEM MAY DIRECT FORAGING VIA RETICULOSPINAL NEURONS Jagmeet S. Kanwal"
1987_44,Capacity for Patterns and Sequences in Kanerva's SDM as Compared to Other Associative Memory Models James D. Keeler
1987_45,"Computing Motion Using Resistive Networks Christof Koch, Jin Luo, Carver Mead, James Hutchinson"
1987_46,Performance Measures for Associative Memories that Learn and Forget Anthony Kuh
1987_47,"How Neural Nets Work Alan S. Lapedes, Robert M. Farber"
1987_48,"Distributed Neural Information Processing in the Vestibulo-Ocular System Clifford Lau, Vicente Honrubia"
1987_49,"SPONTANEOUS AND INFORMATION-TRIGGERED SEGMENTS OF SERIES OF HUMAN BRAIN ELECTRIC FIELD MAPS D. Lehmann, D. Brandeis, A. Horst, H. Ozaki, I. Pal"
1987_50,Optimization with Artificial Neural Network Systems: A Mapping Principle and a Comparison to Gradient Based Methods Harrison MonFook Leong
1987_51,Towards an Organizing Principle for a Layered Perceptual Network Ralph Linsker
1987_52,REFLEXIVE ASSOCIATIVE MEMORIES Hendricus G. Loos
1987_53,Connecting to the Past Bruce A. MacDonald
1987_54,"Microelectronic Implementations of Connectionist Neural Networks Stuart Mackie, Hans Peter Graf, Daniel B. Schwartz, John S. Denker"
1987_55,"Basins of Attraction for Electronic Neural Networks Charles M. Marcus, R. M. Westervelt"
1987_56,"The Performance of Convex Set Projection Based Neural Networks Robert J. Marks II, Les E. Atlas, Seho Oh, James A. Ritcey"
1987_57,MURPHY: A Robot that Learns by Doing Bartlett W. Mel
1987_58,"Stability Results for Neural Networks Anthony N. Michel, Jay A. Farrell, Wolfgang Porod"
1987_59,"Programmable Synaptic Chip for Electronic Neural Networks Alexander Moopenn, H. Langenbacher, A. P. Thakoor, S. K. Khanna"
1987_60,"Bit-Serial Neural Networks Alan F. Murray, Anthony V. W. Smith, Zoe F. Butler"
1987_61,Phasor Neural Networks André J. Noest
1987_62,"A Trellis-Structured Neural Network Thomas Petsche, Bradley W. Dickinson"
1987_63,Generalization of Back propagation to Recurrent and Higher Order Neural Networks Fernando J. Pineda
1987_64,"Constrained Differential Optimization John C. Platt, Alan H. Barr"
1987_65,"Learning a Color Algorithm from Examples Tomaso A. Poggio, Anya C. Hurlbert"
1987_66,"Static and Dynamic Error Propagation Networks with Application to Speech Coding A. J. Robinson, F. Fallside"
1987_67,"LEARNING BY STATE RECURRENCE DETECTION Bruce E. Rosen, James M. Goodwin, Jacques J. Vidal"
1987_68,"Scaling Properties of Coarse-Coded Symbol Memories Ronald Rosenfeld, David S. Touretzky"
1987_69,"An Adaptive and Heterodyne Filtering Procedure for the Imaging of Moving Objects F. H. Schuling, H. A. K. Mastebroek, W. H. Zaagman"
1987_70,"PATTERN CLASS DEGENERACY IN AN UNRESTRICTED STORAGE DENSITY MEMORY Christopher L. Scofield, Douglas L. Reilly, Charles Elbaum, Leon N. Cooper"
1987_71,A Mean Field Theory of Layer IV of Visual Cortex and Its Application to Artificial Neural Networks Christopher L. Scofield
1987_72,"Teaching Artificial Neural Systems to Drive: Manual Training Techniques for Autonomous Systems J. F. Shepanski, S. A. Macy"
1987_73,"Discovering Structure from Motion in Monkey, Man and Machine Ralph M. Siegel"
1987_74,"Time-Sequential Self-Organization of Hierarchical Neural Networks Ronald H. Silverman, Andrew S. Noetzel"
1987_75,"A Computer Simulation of Cerebral Neocortex: Computational Capabilities of Nonlinear Neural Networks Alexander Singer, John P. Donoghue"
1987_76,Analysis of Distributed Representation of Constituent Structure in Connectionist Systems Paul Smolensky
1987_77,"Spatial Organization of Neural Networks: A Probabilistic Modeling Approach Andreas Stafylopatis, Marios D. Dikaiakos, D. Kontoravdis"
1987_78,"A Dynamical Approach to Temporal Pattern Processing W. Scott Stornetta, Tad Hogg, Bernardo A. Huberman"
1987_79,"A Novel Net that Learns Sequential Decision Process Guo-Zheng Sun, Yee-Chun Lee, Hsing-Hen Chen"
1987_80,"Self-Organization of Associative Database and Its Applications Hisashi Suzuki, Suguru Arimoto"
1987_81,"A Neural-Network Solution to the Concentrator Assignment Problem Gene A. Tagliarini, Edward W. Page"
1987_82,Using Neural Networks to Improve Cochlear Implant Speech Perception Manoel Fernando Tenorio
1987_83,"A 'Neural' Network that Learns to Play Backgammon Gerald Tesauro, Terrence J. Sejnowski"
1987_84,Introduction to a System for Implementing Neural Net Connections on SIMD Architectures Sherryl Tomboulian
1987_85,"Neuromorphic Networks Based on Sparse Optical Orthogonal Codes Mario P. Vecchi, Jawad A. Salehi"
1987_86,"Synchronization in Neural Nets Jacques J. Vidal, John Haggerty"
1987_87,"Invariant Object Recognition Using a Distributed Associative Memory Harry Wechsler, George Lee Zimmerman"
1987_88,Learning in Networks of Nondeterministic Adaptive Logic Elements Richard C. Windecker
1987_89,"Strategies for Teaching Layered Networks Classification Tasks Ben S. Wittner, John S. Denker"
1987_90,"A Method for the Design of Stable Lateral Inhibition Networks that is Robust in the Presence of Circuit Parasitics John L. Wyatt Jr., D. L. Standley"
1988_1,"Constraints on Adaptive Networks for Modeling Human Generalization Mark A. Gluck, M. Pavel, Van Henkle"
1988_2,An Optimality Principle for Unsupervised Learning Terence D. Sanger
1988_3,Associative Learning via Inhibitory Search David H. Ackley
1988_4,Fast Learning in Multi-Resolution Hierarchies John Moody
1988_5,"Efficient Parallel Learning Algorithms for Neural Networks Alan H. Kramer, Alberto Sangiovanni-Vincentelli"
1988_6,Mapping Classifier Systems Into Neural Networks Lawrence Davis
1988_7,"Self Organizing Neural Networks for the Identification Problem Manoel Fernando Tenorio, Wei-Tsih Lee"
1988_8,Linear Learning: Landscapes and Algorithms Pierre Baldi
1988_9,"Learning by Choice of Internal Representations Tal Grossman, Ronny Meir, Eytan Domany"
1988_10,"What Size Net Gives Valid Generalization? Eric B. Baum, David Haussler"
1988_11,"Optimization by Mean Field Annealing Griff Bilbro, Reinhold Mann, Thomas K. Miller, Wesley E. Snyder, David E. van den Bout, Mark White"
1988_12,Connectionist Learning of Expert Preferences by Comparison Training Gerald Tesauro
1988_13,"Skeletonization: A Technique for Trimming the Fat from a Network via Relevance Assessment Michael C. Mozer, Paul Smolensky"
1988_14,"The Boltzmann Perceptron Network: A Multi-Layered Feed-Forward Network Equivalent to the Boltzmann Machine Eyal Yair, Allen Gersho"
1988_15,"Adaptive Neural Net Preprocessing for Signal Detection in Non-Gaussian Noise Richard P. Lippmann, Paul Beckman"
1988_16,"Training Multilayer Perceptrons with the Extended Kalman Algorithm Sharad Singhal, Lance Wu"
1988_17,"GEMINI: Gradient Estimation Through Matrix Inversion After Noise Injection Yann Le Cun, Conrad C. Galland, Geoffrey E. Hinton"
1988_18,"Fixed Point Analysis for Recurrent Networks Patrice Y. Simard, Mary B. Ottaway, Dana H. Ballard"
1988_19,"Scaling and Generalization in Neural Networks: A Case Study Subutai Ahmad, Gerald Tesauro"
1988_20,"Does the Neuron ""Learn"" like the Synapse? Raoul Tawel"
1988_21,"Comparing Biases for Minimal Network Construction with Back-Propagation Stephen Jose Hanson, Lorien Y. Pratt"
1988_22,An Application of the Principle of Maximum Information Preservation to Linear Systems Ralph Linsker
1988_23,"Learning with Temporal Derivatives in Pulse-Coded Neuronal Systems David B. Parker, Mark Gluck, Eric S. Reifsnider"
1988_24,"Applications of Error Back-Propagation to Phonetic Classification Hong C. Leung, Victor W. Zue"
1988_25,Consonant Recognition by Modular Construction of Large Phonemic Time-Delay Neural Networks Alex Waibel
1988_26,"Use of Multi-Layered Networks for Coding Speech with Phonetic Features Yoshua Bengio, Régis Cardin, Renato de Mori, Piero Cosi"
1988_27,"Speech Production Using A Neural Network with a Cooperative Learning Mechanism Mitsuo Komura, Akio Tanaka"
1988_28,Temporal Representations in a Connectionist Speech System Erich J. Smythe
1988_29,"A Connectionist Expert System that Actually Works Richard Fozzard, Gary Bradshaw, Louis Ceci"
1988_30,"An Information Theoretic Approach to Rule-Based Connectionist Expert Systems Rodney M. Goodman, John W. Miller, Padhraic Smyth"
1988_31,"Neural Approach for TV Image Compression Using a Hopfield Type Network Martine Naillon, Jean-Bernard Theeten"
1988_32,"Neural Net Receivers in Multiple Access-Communications Bernd-Peter Paris, Geoffrey Orsak, Mahesh Varanasi, Behnaam Aazhang"
1988_33,"Performance of Synthetic Neural Network Classification of Noisy Radar Signals Stanley C. Ahalt, F. D. Garber, I. Jouny, Ashok K. Krishnamurthy"
1988_34,"Neural Analog Diffusion-Enhancement Layer and Spatio-Temporal Grouping in Early Vision Allen M. Waxman, Michael Seibert, Robert K. Cunningham, Jian Wu"
1988_35,"A Network for Image Segmentation Using Color Anya Hurlbert, Tomaso Poggio"
1988_36,ALVINN: An Autonomous Land Vehicle in a Neural Network Dean A. Pomerleau
1988_37,"Neural Network Star Pattern Recognition for Spacecraft Attitude Determination and Control Phillip Alvelda, A. Miguel San Martin"
1988_38,"Neural Network Recognizer for Hand-Written Zip Code Digits John S. Denker, W. R. Gardner, Hans Peter Graf, Donnie Henderson, R. E. Howard, W. Hubbard, L. D. Jackel, Henry S. Baird, Isabelle Guyon"
1988_39,"Neural Networks that Learn to Discriminate Similar Kanji Characters Yoshihiro Mori, Kazuhiko Yokosawa"
1988_40,"Backpropagation and Its Application to Handwritten Signature Verification Timothy S. Wilkinson, Dorothy A. Mighell, Joseph W. Goodman"
1988_41,Further Explorations in Visually-Guided Reaching: Making MURPHY Smarter Bartlett W. Mel
1988_42,"Using Backpropagation with Temporal Windows to Learn the Dynamics of the CMU Direct-Drive Arm II Kenneth Y. Goldberg, Barak A. Pearlmutter"
1988_43,"Neuronal Maps for Sensory-Motor Control in the Barn Owl Clay D. Spence, John C. Pearson, J. J. Gelfand, R. M. Peterson, W. E. Sullivan"
1988_44,"Models of Ocular Dominance Column Formation: Analytical and Computational Results Kenneth D. Miller, Joseph B. Keller, Michael P. Stryker"
1988_45,"Modeling Small Oscillating Biological Networks in Analog VLSI Sylvie Ryckebusch, James M. Bower, Carver Mead"
1988_46,"Storing Covariance by the Associative Long-Term Potentiation and Depression of Synaptic Strengths in the Hippocampus Patric K. Stanton, Terrence J. Sejnowski"
1988_47,"Modeling the Olfactory Bulb - Coupled Nonlinear Oscillators Zhaoping Li, John J. Hopfield"
1988_48,"Neural Control of Sensory Acquisition: The Vestibulo-Ocular Reflex Michael G. Paulin, Mark E. Nelson, James M. Bower"
1988_49,"Computer Modeling of Associative Learning Daniel L. Alkon, Francis K. H. Quek, Thomas P. Vogl"
1988_50,"Simulation and Measurement of the Electric Fields Generated by Weakly Electric Fish Brian Rasnow, Christopher Assad, Mark E. Nelson, James M. Bower"
1988_51,"A Model for Resolution Enhancement (Hyperacuity) in Sensory Representation Jun Zhang, John P. Miller"
1988_52,Theory of Self-Organization of Cortical Maps Shigeru Tanaka
1988_53,A Bifurcation Theory Approach to the Programming of Periodic Attractors in Network Models of Olfactory Cortex Bill Baird
1988_54,Learning the Solution to the Aperture Problem for Pattern Motion with a Hebb Rule Martin I. Sereno
1988_55,"A Computationally Robust Anatomical Model for Retinal Directional Selectivity Norberto M. Grzywacz, Franklin R. Amthor"
1988_56,"GENESIS: A System for Simulating Neural Networks Matthew A. Wilson, Upinder S. Bhalla, John D. Uhley, James M. Bower"
1988_57,"Training a 3-Node Neural Network is NP-Complete Avrim Blum, Ronald L. Rivest"
1988_58,"Links Between Markov Models and Multilayer Perceptrons Hervé Bourlard, C. J. Wellekens"
1988_59,"Convergence and Pattern-Stabilization in the Boltzmann Machine Moshe Kam, Roger Cheng"
1988_60,A Back-Propagation Algorithm with Optimal Use of Hidden Units Yves Chauvin
1988_61,Implications of Recursive Distributed Representations Jordan B. Pollack
1988_62,A Massively Parallel Self-Tuning Context-Free Parser Eugene Santos Jr.
1988_63,"Dynamic, Non-Local Role Bindings and Inferencing in a Localist Network for Natural Language Understanding Trent E. Lange, Michael G. Dyer"
1988_64,Spreading Activation over Distributed Microfeatures James Hendler
1988_65,"A Model of Neural Oscillator for a Unified Submodule Alexandr B. Kirillov, G. N. Borisyuk, R. M. Borisyuk, Ye. I. Kovalenko, V. I. Makarenko, V. A. Chulaevsky, V. I. Kryukov"
1988_66,"Dynamics of Analog Neural Networks with Time Delay Charles M. Marcus, R. M. Westervelt"
1988_67,"Heterogeneous Neural Networks for Adaptive Behavior in Dynamic Environments Randall D. Beer, Hillel J. Chiel, Leon S. Sterling"
1988_68,Statistical Prediction with Kanerva's Sparse Distributed Memory David Rogers
1988_69,"Range Image Restoration Using Mean Field Annealing Griff L. Bilbro, Wesley E. Snyder"
1988_70,Automatic Local Annealing Jared Leinbach
1988_71,"""NEUROLOCATOR"", A MODEL OF ATTENTION  V.I. Kryukov "
1988_72,"Neural Networks for Model Matching and Perceptual Organization Eric Mjolsness, Gene Gindi, P. Anandan"
1988_73,Analyzing the Energy Landscapes of Distributed Winner-Take-All Networks David S. Touretzky
1988_74,"On the K-Winners-Take-All Network E. Majani, Ruth Erlanson, Yaser S. Abu-Mostafa"
1988_75,"Learning Sequential Structure in Simple Recurrent Networks David Servan-Schreiber, Axel Cleeremans, James L. McClelland"
1988_76,An Adaptive Network That Learns Sequences of Transitions C. L. Winter
1988_77,"A Passive Shared Element Analog Electrical Cochlea David Feld, Joe Eisenberg, Edwin Lewis"
1988_78,"Programmable Analog Pulse-Firing Neural Networks Alister Hamilton, Alan F. Murray, Lionel Tarassenko"
1988_79,"A Low-Power CMOS Circuit Which Emulates Temporal Electrical Properties of Neurons Jack L. Meador, Clint S. Cole"
1988_80,An Analog VLSI Chip for Thin-Plate Surface Interpolation John G. Harris
1988_81,"Analog Implementation of Shunting Neural Networks Bahram Nabet, Robert B. Darling, Robert B. Pinter"
1988_82,"Winner-Take-All Networks of O(N) Complexity J. Lazzaro, S. Ryckebusch, M.A. Mahowald, C. A. Mead"
1988_83,"A Programmable Analog Neural Computer and Simulator Paul Mueller, Jan Van der Spiegel, David Blackman, Timothy Chiu, Thomas Clare, Joseph Dao, Christopher Donham, Tzu-pu Hsieh, Marc Loinaz"
1988_84,"An Electronic Photoreceptor Sensitive to Small Changes in Intensity Tobi Delbrück, C. A. Mead"
1988_85,"Digital Realisation of Self-Organising Maps Nigel M. Allinson, Martin J. Johnson, Kevin J. Moon"
1988_86,"An Analog Self-Organizing Neural Network Chip James R. Mann, Sheldon Gilbert"
1988_87,"Performance of a Stochastic Learning Microchip Joshua Alspector, Bhusan Gupta, Robert B. Allen"
1988_88,"Adaptive Neural Networks Using MOS Charge Storage Daniel B. Schwartz, R. E. Howard, Wayne E. Hubbard"
1988_89,"A Self-Learning Neural Network Allan Hartstein, R. H. Koch"
1988_90,"Training a Limited-Interconnect, Synthetic Neural IC M. R. Walker, S. Haghighi, A. Afghan, Larry A. Akers"
1988_91,Electronic Receptors for Tactile/Haptic Sensing Andreas G. Andreou
1988_92,Neural Architecture Valentino Braitenberg
1988_93,Song Learning in Birds M. Konishi
1988_94,Speech Recognition: Statistical and Neural Information Processing Approaches John S. Bridle
1988_95,Cricket Wind Detection John P. Miller
1989_1,Acoustic-Imaging Computations by Echolocating Bats: Unification of Diversely-Represented Stimulus Features into Whole Images James A. Simmons
1989_2,"The Computation of Sound Source Elevation in the Barn Owl Clay D. Spence, John C. Pearson"
1989_3,Mechanisms for Neuromodulation of Biological Neural Networks Ronald M. Harris-Warrick
1989_4,"Neural Network Analysis of Distributed Representations of Dynamical Sensory-Motor Transformations in the Leech Shawn R. Lockery, Yan Fang, Terrence J. Sejnowski"
1989_5,"Reading a Neural Code William Bialek, Fred Rieke, Robert R. de Ruyter van Steveninck, David Warland"
1989_6,"Neural Implementation of Motivated Behavior: Feeding in an Artificial Insect Randall D. Beer, Hillel J. Chiel"
1989_7,"Neural Network Simulation of Somatosensory Representational Plasticity Kamil A. Grajski, Michael Merzenich"
1989_8,"Computational Efficiency: A Common Organizing Principle for Parallel Computer Maps and Brain Maps? Mark E. Nelson, James M. Bower"
1989_9,Associative Memory in a Simple Model of Oscillating Cortex Bill Baird
1989_10,"Collective Oscillations in the Visual Cortex Daniel M. Kammen, Christof Koch, Philip J. Holmes"
1989_11,"Computer Simulation of Oscillatory Behavior in Cerebral Cortical Networks Matthew A. Wilson, James M. Bower"
1989_12,"Development and Regeneration of Eye-Brain Maps: A Computational Model Jack D. Cowan, A. E. Friedman"
1989_13,"The Effect of Catecholamines on Performance: From Unit to System Behavior David Servan-Schreiber, Harry Printz, Jonathan D. Cohen"
1989_14,"Non-Boltzmann Dynamics in Networks of Spiking Neurons Michael C. Crair, William Bialek"
1989_15,"A Computer Modeling Approach to Understanding the Inferior Olive and Its Relationships to the Cerebellar Cortex in Rats Maurice Lee, James M. Bower"
1989_16,"Can Simple Cells Learn Curves? A Hebbian Model in a Structured Environment William R. Softky, Daniel M. Kammen"
1989_17,"Note on Development of Modularity in Simple Cortical Models Alex Chernajvsky, John E. Moody"
1989_18,"Effects of Firing Synchrony on Signal Propagation in Layered Networks G. T. Kenyon, Eberhard E. Fetz, R. D. Puff"
1989_19,A Systematic Study of the Input/Output Properties of a 2 Compartment Model Neuron With Active Membranes Paul C. Rhodes
1989_20,Analytic Solutions to the Formation of Feature-Analysing Cells of a Three-Layer Feedforward Visual Information Processing Neural Net Dun-Sung Tang
1989_21,"Practical Characteristics of Neural Network and Conventional Pattern Classifiers on Artificial and Speech Problems Yuchun Lee, Richard P. Lippmann"
1989_22,"Dimensionality Reduction and Prior Knowledge in E-Set Recognition Kevin J. Lang, Geoffrey E. Hinton"
1989_23,"A Continuous Speech Recognition System Embedding MLP into HMM Hervé Bourlard, Nelson Morgan"
1989_24,"HMM Speech Recognition with Neural Net Discrimination William Y. Huang, Richard P. Lippmann"
1989_25,"Connectionist Architectures for Multi-Speaker Phoneme Recognition John B. Hampshire II, Alex Waibel"
1989_26,Training Stochastic Model Recognition Algorithms as Networks can Lead to Maximum Mutual Information Estimation of Parameters John S. Bridle
1989_27,"Speaker Independent Speech Recognition with Neural Networks and Speech Knowledge Yoshua Bengio, Renato de Mori, Régis Cardin"
1989_28,The Effects of Circuit Integration on a Feature Map Vector Quantizer Jim Mann
1989_29,"Combining Visual and Acoustic Speech Signals with a Neural Network Improves Intelligibility Terrence J. Sejnowski, Ben P. Yuhas, Moise H. Goldstein Jr., Robert E. Jenkins"
1989_30,Using a Translation-Invariant Neural Network to Diagnose Heart Arrhythmia Susan Ciarrocca Lee
1989_31,A Neural Network for Real-Time Signal Processing Donald B. Malkoff
1989_32,"Learning Aspect Graph Representations from View Sequences Michael Seibert, Allen M. Waxman"
1989_33,"TRAFFIC: Recognizing Objects Using Hierarchical Reference Frame Transformations Richard S. Zemel, Michael C. Mozer, Geoffrey E. Hinton"
1989_34,"A self-organizing multiple-view representation of 3D objects Daphna Weinshall, Shimon Edelman, Heinrich H. Bülthoff"
1989_35,Contour-Map Encoding of Shape for Early Vision Pentti Kanerva
1989_36,Neurally Inspired Plasticity in Oculomotor Processes Paul A. Viola
1989_37,"Model Based Image Compression and Adaptive Data Representation by Interacting Filter Banks Toshiaki Okamoto, Mitsuo Kawato, Toshio Inui, Sei Miyake"
1989_38,"Neuronal Group Selection Theory: A Grounding in Robotics Jim Donnett, Tim Smithers"
1989_39,Using Local Models to Control Movement Christopher G. Atkeson
1989_40,"Learning to Control an Unstable System with Forward Modeling Michael I. Jordan, Robert A. Jacobs"
1989_41,A Self-organizing Associative Memory System for Control Applications Michael Hormel
1989_42,"Operational Fault Tolerance of CMAC Networks Michael J. Carter, Franklin J. Rudolph, Adam J. Nucci"
1989_43,"Neural Network Weight Matrix Synthesis Using Optimal Control Techniques O. Farotimi, Amir Dembo, Thomas Kailath"
1989_44,"Generalized Hopfield Networks and Nonlinear Optimization Gintaras V. Reklaitis, Athanasios G. Tsirukis, Manoel Fernando Tenorio"
1989_45,"Incremental Parsing by Modular Recurrent Connectionist Networks Ajay N. Jain, Alex Waibel"
1989_46,"A Computational Basis for Phonology David S. Touretzky, Deirdre W. Wheeler"
1989_47,"Higher Order Recurrent Networks and Grammatical Inference C. Lee Giles, Guo-Zheng Sun, Hsing-Hen Chen, Yee-Chun Lee, Dong Chen"
1989_48,"Bayesian Inference of Regular Grammar and Markov Source Models Kurt R. Smith, Michael I. Miller"
1989_49,"Handwritten Digit Recognition with a Back-Propagation Network Yann LeCun, Bernhard E. Boser, John S. Denker, Donnie Henderson, R. E. Howard, Wayne E. Hubbard, Lawrence D. Jackel"
1989_50,"Recognizing Hand-Printed Letters and Digits Gale Martin, James A. Pittman"
1989_51,"A Large-Scale Neural Network Which Recognizes Handwritten Kanji Characters Yoshihiro Mori, Kazuki Joe"
1989_52,"A Neural Network to Detect Homologies in Proteins Yoshua Bengio, Samy Bengio, Yannick Pouliot, Patrick Agin"
1989_53,"Rule Representations in a Connectionist Chunker David S. Touretzky, Gillette Elvgreen III"
1989_54,"Discovering the Structure of a Reactive Environment by Exploration Michael C. Mozer, Jonathan Bachrach"
1989_55,"Designing Application-Specific Neural Networks Using the Genetic Algorithm Steven A. Harp, Tariq Samad, Aloke Guha"
1989_56,Predicting Weather Using a Genetic Memory: A Combination of Kanerva's Sparse Distributed Memory with Holland's Genetic Algorithms David Rogers
1989_57,"Neural Network Visualization Jakub Wejchert, Gerald Tesauro"
1989_58,"Sigma-Pi Learning: On Radial Basis Functions and Cortical Associative Learning Bartlett W. Mel, Christof Koch"
1989_59,"Algorithms for Better Representation and Faster Learning in Radial Basis Function Networks Avijit Saha, James D. Keeler"
1989_60,"Learning in Higher-Order ""Artificial Dendritic Trees Tony Bell"
1989_61,"Adjoint Operator Algorithms for Faster Learning in Dynamical Neural Networks Jacob Barhen, Nikzad Benny Toomarian, Sandeep Gulati"
1989_62,"Discovering High Order Features with Mean Field Modules Conrad C. Galland, Geoffrey E. Hinton"
1989_63,The CHIR Algorithm for Feed Forward Networks with Binary Weights Tal Grossman
1989_64,"The Cascade-Correlation Learning Architecture Scott E. Fahlman, Christian Lebiere"
1989_65,Meiosis Networks Stephen Jose Hanson
1989_66,"The Cocktail Party Problem: Speech/Data Signal Separation Comparison between Backpropagation and SONN John Kassebaum, Manoel Fernando Tenorio, Christoph Schaefers"
1989_67,"Generalization and Scaling in Reinforcement Learning David H. Ackley, Michael L. Littman"
1989_68,"The ""Moving Targets"" Training Algorithm Richard Rohwer"
1989_69,"Training Connectionist Networks with Queries and Selective Sampling Les E. Atlas, David A. Cohn, Richard E. Ladner"
1989_70,Maximum Likelihood Competitive Learning Steven J. Nowlan
1989_71,"Unsupervised Learning in Neurodynamics Using the Phase Velocity Field Approach Michail Zak, Nikzad Benny Toomarian"
1989_72,"A Method for the Associative Storage of Analog Vectors Amir F. Atiya, Yaser S. Abu-Mostafa"
1989_73,"Optimal Brain Damage Yann LeCun, John S. Denker, Sara A. Solla"
1989_74,"Asymptotic Convergence of Backpropagation: Numerical Experiments Subutai Ahmad, Gerald Tesauro, Yu He"
1989_75,"Comparing the Performance of Connectionist and Statistical Classifiers on an Image Segmentation Problem Sheri L. Gish, W. E. Blanz"
1989_76,"Performance Comparisons Between Backpropagation Networks and Classification Trees on Three Real-World Applications Les E. Atlas, Ronald A. Cole, Jerome T. Connor, Mohamed A. El-Sharkawi, Robert J. Marks II, Yeshwant K. Muthusamy, Etienne Barnard"
1989_77,"Generalization and Parameter Estimation in Feedforward Nets: Some Experiments N. Morgan, H. Bourlard"
1989_78,Subgrouping Reduces Complexity and Speeds Up Learning in Recurrent Networks David Zipser
1989_79,Dynamic Behavior of Constained Back-Propagation Networks Yves Chauvin
1989_80,"Synergy of Clustering Multiple Back Propagation Networks William P. Lincoln, Josef Skrzypek"
1989_81,"Coupled Markov Random Fields and Mean Field Theory Davi Geiger, Federico Girosi"
1989_82,"Complexity of Finite Precision Neural Network Classifier Amir Dembo, Kai-Yeung Siu, Thomas Kailath"
1989_83,The Perceptron Algorithm Is Fast for Non-Malicious Distributions Eric B. Baum
1989_84,"Sequential Decision Problems and Neural Networks A. G. Barto, R. S. Sutton, C. J. C. H. Watkins"
1989_85,"Analysis of Linsker's Simulations of Hebbian Rules David J. C. MacKay, Kenneth D. Miller"
